eventid,year,month,day,approxdate,extended,resolution,country,province,city,latitude,longitude,specificity,near_city,location,summary,crit1,crit2,crit3,doubted,alternative,multiple_attacks,success,suicide,attacktype1,attacktype2,attacktype3,targtype1,targsubtype1,corp1,target1,natlty1,targtype2,targsubtype2,corp2,target2,natlty2,targtype3,targsubtype3,corp3,target3,natlty3,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,lone_wolf,nperps,nperpcap,claimed,claimmode,claim2,claimmode2,claim3,claimmode3,compclaim,weaptype1,weapsubtype1,weaptype2,weapsubtype2,weaptype3,weapsubtype3,weaptype4,weapsubtype4,weapdetail,nkill,nkillus,nkillperp,nwound,nwoundus,nwoundperp,property,propextent,propextent,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,vehiclehij,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,nreleased,addnotes,scite1,scite2,scite3,intlog,intideo,intmisc,related
201710230020,2017,10,23,,0,,Mali,Segou,Dioro,13.67672,-5.832678,1.0,0,in the Segou district.,"10/23/2017: Assailants attacked a gendarmerie post in Dioro, Segou, Mali. There were no reported casualties. Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the incident.",1,1,0,1,Insurgency/Guerilla Action,0.0,0,0,Unknown,,,Military,Military Barracks/Base/Headquarters/Checkpost,Mali Gendarmerie,Post,Mali,,,,,,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,,0,-99.0,0.0,1.0,E-mail,,,,,,Unknown,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"""Al Qaeda Linked Group Claims Killing Of 2 Mali Soldiers,"" AFP (World Service), October 26, 2017.","""15 Mali jihadists killed by French army,"" South China Morning Post, October 26, 2017.","""JNIM claims string of attacks across Mali,"" The Long War Journal, October 27, 2017.",0,0,0,
201710230021,2017,10,23,,0,,Mali,Segou,Ouan,13.165278,-6.540833,1.0,0,,"10/23/2017: Assailants attacked a gendarmerie post in Ouan, Segou, Mali. One person was killed and two others were injured in the attack. Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the incident.",1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Unknown,,,Military,Military Barracks/Base/Headquarters/Checkpost,Mali Gendarmerie,Post,Mali,,,,,,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,,0,-99.0,0.0,1.0,E-mail,,,,,,Unknown,,,,,,,,,1.0,0.0,0.0,2.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"""Al Qaeda Linked Group Claims Killing Of 2 Mali Soldiers,"" AFP (World Service), October 26, 2017.","""15 Mali jihadists killed by French army,"" South China Morning Post, October 26, 2017.","""JNIM claims string of attacks across Mali,"" The Long War Journal, October 27, 2017.",0,0,0,
201710240028,2017,10,24,,0,,Mali,Mopti,Tenenkou,14.456304,-4.91942,1.0,1,,"10/24/2017: A landmine detonated targeting a military vehicle in Tenenkou, Mopti, Mali. Two soldiers were injured in the blast. Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the incident.",1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Bombing/Explosion,,,Military,Military Unit/Patrol/Convoy,Malian Army,Convoy,Mali,,,,,,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,,0,-99.0,0.0,1.0,E-mail,,,,,,Explosives,Landmine,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,1,4.0,Unknown,-99.0,A military vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"""Al Qaeda Linked Group Claims Killing Of 2 Mali Soldiers,"" AFP (World Service), October 26, 2017.","""15 Mali jihadists killed by French army,"" South China Morning Post, October 26, 2017.","""JNIM claims string of attacks across Mali,"" The Long War Journal, October 27, 2017.",0,0,0,
201710250021,2017,10,24,,0,,Mali,Timbuktu,Niafunke,15.904973,-4.079437,1.0,1,between Soumpi and Niafunke.,"10/24/2017: Assailants attacked military personnel guarding Satom employees between Soumpi and Niafunke, Timbuktu, Mali. Two soldiers were killed and an unknown number of others were injured in the attack. Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the incident.",1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Unknown,,,Military,Military Barracks/Base/Headquarters/Checkpost,Malian Army,Camp,Mali,,,,,,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,,0,-99.0,0.0,1.0,E-mail,,,,,,Unknown,,,,,,,,,2.0,0.0,0.0,,0.0,0.0,1,4.0,Unknown,-99.0,Military equipment and weapons were damaged and stolen in this attack.,0.0,,,,,,,,,,,,,,,,"""Al Qaeda Linked Group Claims Killing Of 2 Mali Soldiers,"" AFP (World Service), October 26, 2017.","""Al-Qaeda-linked JNIM claims attack on Malian soldiers securing French firm,"" BBC Monitoring, October 26, 2017.","""JNIM claims string of attacks across Mali,"" The Long War Journal, October 27, 2017.",0,0,0,
201710260020,2017,10,26,,0,,Mali,Kidal,Unknown,19.525008,0.880573,4.0,0,between Tessalit and Aguelhok.,"10/26/2017: A roadside bomb detonated targeting a United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) convoy between Tessalit and Aguelhok, Kidal, Mali. Three Chadian peacekeepers were killed and two others were injured in the blast. Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the incident.",1,1,1,0,,0.0,1,0,Bombing/Explosion,,,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA),Convoy,International,,,,,,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,,0,-99.0,0.0,1.0,E-mail,,,,,,Explosives,Unknown Explosive Type,,,,,,,A roadside bomb was used in the attack.,3.0,0.0,0.0,2.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"""Explosion kills three Chadian UN peacekeepers in northern Mali,"" Jerusalem Post, October 26, 2017.","""UN condemns attack against peacekeepers' convoy in Mali,"" Xinhua General News Service, October 27, 2017.","""Blast kills 3 UN peacekeepers in Mali,"" Trend News Agency - Central Asia (English), October 26, 2017.",0,1,1,
201710310030,2017,10,31,,0,,Mali,Mopti,Diafarabe,14.138761,-5.01831,1.0,1,between Dia and Diafarabe.,"10/31/2017: Assailants opened fire on the convoy of Abdrahamane Niang between Dia and Diafarabe in Mopti, Mali. As Malian Army soldiers providing security to Niang, the Malian High Court of Justice president, tried to respond, an explosive device detonated near their vehicle. At least six people, including five soldiers and a driver, were killed in the attack. Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the incident.",1,1,1,0,,0.0,0,0,Assassination,,,Government (General),Judge/Attorney/Court,Government of Mali,Convoy of President of the High Court of Justice: Abdrahamane Niang,Mali,,,,,,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,,0,-99.0,0.0,1.0,"Posted to website, blog, etc.",,,,,,Explosives,Landmine,Firearms,Unknown Gun Type,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Vehicles in a convoy were damaged in this attack.,0.0,,,,,,,,,,,,,,,,"""Mali Hostages In Video Appeal For Negotiated Release,"" AFP (World Service), December 5, 2017.","""Six dead after ambush on Malian High Court's president,"" Reuters News, October 31, 2017.","""Mali -- Program Summary: Gao Radio Nata in Songhai 0700 GMT 01 November 2017,"" Radio Nata, November 1, 2017.",0,0,0,
201710310033,2017,10,31,,0,,Burkina Faso,Sahel,Gassel Garaf,14.10051,-1.622654,2.0,0,,"10/31/2017: An explosive device detonated near a Group of Antiterrorist Forces (GFAT) vehicle in Gassel Garaf, Sahel, Burkina Faso. At least two people, including one soldier and one nurse, were injured in the blast. No group claimed responsibility for the attack.",1,1,1,0,,0.0,1,0,Bombing/Explosion,,,Military,Military Transportation/Vehicle (excluding convoys),Group of Antiterrorist Forces (GFAT),Vehicle,Burkina Faso,,,,,,,,,,,Unknown,,,,,,,0,-99.0,0.0,0.0,,,,,,,Explosives,Landmine,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"""2 soldiers injured in mine explosion in northern Burkina Faso,"" Panapress.com, October 31, 2017.","""BBC Monitoring: Terrorism Digest: 30-31 October 2017,"" BBC Monitoring, October 31, 2017.",,-9,-9,0,
201710310034,2017,10,31,,0,,Burkina Faso,Sahel,Soum district,14.10051,-1.622654,3.0,0,,"10/31/2017: Assailants attacked Group of Antiterrorist Forces (GFAT) personnel in Soum district, Sahel, Burkina Faso. Two people, including an officer and a nurse, were injured in the assault. No group claimed responsibility for the incident.",1,1,1,0,,0.0,1,0,Unknown,,,Military,"Military Personnel (soldiers, troops, officers, forces)",Group of Antiterrorist Forces (GFAT),Soldiers,Burkina Faso,,,,,,,,,,,Unknown,,,,,,,0,-99.0,0.0,0.0,,,,,,,Unknown,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"""BBC Monitoring: Terrorism Digest: 30-31 October 2017,"" BBC Monitoring, October 31, 2017.",,,-9,-9,0,
201711030018,2017,11,3,,1,,Mali,Mopti,Konza,15.056845,-3.87399,1.0,0,,"11/03/2017: Assailants attempted to abduct General Ismael Cisse from Konza, Mopti, Mali. Cisse, a retired Army officer, was not in the village, but the assailants abducted a shepherd during the attack. The outcome of the kidnapping is unknown. No group claimed responsibility; however, sources attributed the incident to Jamaat Nusrat al-Islam wal Muslimin (JNIM).",1,1,1,0,,0.0,1,0,Hostage Taking (Kidnapping),,,Private Citizens & Property,Laborer (General)/Occupation Identified,Not Applicable,Shepherd,Mali,Military,"Military Personnel (soldiers, troops, officers, forces)",Malian Army,General: Ismael Cisse,Mali,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,"The specific motive is unknown; however, sources noted that Ismael Cisse was an ""enemy"" of Imam Amadoun Kouffa, a leader of the Jamaat Nusrat al-Islam wal Muslimin (JNIM), because Cisse was involved in military operations.",0,-99.0,0.0,0.0,,,,,,,Unknown,,,,,,,,,,0.0,0.0,,0.0,0.0,0,,,,,1.0,1.0,0.0,,-99.0,,,0.0,,,,,,Unknown,-99.0,,"""Fulani General Ismael Escapes Jihadists Kidnapping Attempt in Malian Region Mopti,"" Radio Nata, November 13, 2017.",,,0,0,0,
201711030021,2017,11,3,,0,,Mali,Gao,Bourem,16.953733,-0.345012,1.0,0,,"11/03/2017: Assailants attacked a military checkpoint at the entrance of Bourem, Gao, Mali. This was one of two related incidents targeting checkpoints in Bourem on this date. At least one soldier was killed and three soldiers were injured across both attacks. No group claimed responsibility for the incidents.",1,1,0,1,Insurgency/Guerilla Action,1.0,1,0,Armed Assault,,,Military,Military Checkpoint,Malian Armed Forces,Checkpoint,Mali,,,,,,,,,,,Unknown,,,,,,,0,-99.0,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,Casualty numbers represent a division of the total number of those killed across incidents 201711030021 and 201711030022.,"""Hosted Product: AQIM Newsletter 23 January 2017,"" Al Qa'ida in the Islamic Maghreb Newsletter, January 23, 2018.","""Hosted Product: AQIM Newsletter 08 November 2017,"" Al Qa'ida in the Islamic Maghreb Newsletter, November 8, 2017.",,-9,-9,0,"201711030021, 201711030022"
201711030022,2017,11,3,,0,,Mali,Gao,Bourem,16.953733,-0.345012,1.0,0,,"11/03/2017: Assailants attacked a military checkpoint at the exit of Bourem, Gao, Mali. This was one of two related incidents targeting checkpoints in Bourem on this date. At least one soldier was killed and three soldiers were injured across both attacks. No group claimed responsibility for the incidents.",1,1,0,1,Insurgency/Guerilla Action,1.0,1,0,Armed Assault,,,Military,Military Checkpoint,Malian Armed Forces,Checkpoint,Mali,,,,,,,,,,,Unknown,,,,,,,0,-99.0,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,Casualty numbers represent a division of the total number of those killed across incidents 201711030021 and 201711030022.,"""Hosted Product: AQIM Newsletter 23 January 2017,"" Al Qa'ida in the Islamic Maghreb Newsletter, January 23, 2018.","""Hosted Product: AQIM Newsletter 08 November 2017,"" Al Qa'ida in the Islamic Maghreb Newsletter, November 8, 2017.",,-9,-9,0,"201711030021, 201711030022"
201711040035,2017,11,4,,0,,Burkina Faso,Sahel,Koutougou,14.092182,-1.36694,2.0,0,in the Sahel district.,"11/04/2017: Assailants attacked a police station in Koutougou, Sahel, Burkina Faso. There were no reported casualties, though the station was set on fire in the attack. No group claimed responsibility for the incident.",1,1,1,0,,0.0,1,0,Facility/Infrastructure Attack,,,Police,"Police Building (headquarters, station, school)",National Police,Police Station,Burkina Faso,,,,,,,,,,,Unknown,,,,,,,0,-99.0,0.0,0.0,,,,,,,Incendiary,Arson/Fire,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,A police station was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"""Hosted Product: AQIM Newsletter 08 November 2017,"" Al Qa'ida in the Islamic Maghreb Newsletter, November 8, 2017.",,,-9,-9,0,
201711060007,2017,11,6,,0,,Mali,Mopti,M'Beba,14.893473,-3.632538,2.0,0,30 kilometers to the east of Konna.,"11/06/2017: Assailants attacked a United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) convoy escorted by Malian Army personnel in M'Beba, Mopti, Mali. At least one civilian employee was killed and three soldiers were injured in the assault. Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the incident.",1,1,1,0,,0.0,1,0,Armed Assault,,,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA),Convoy,International,Military,Military Transportation/Vehicle (excluding convoys),Malian Army,Convoy,Mali,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,,0,-99.0,0.0,1.0,Unknown,,,,,,Firearms,Unknown Gun Type,,,,,,,,1.0,0.0,0.0,3.0,0.0,,1,3.0,Minor (likely < $1 million),-99.0,Vehicles were damaged in this attack.,0.0,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""At Least Seven Killed In Mali, PM Cancels Visit,"" AFP (World Service), November 6, 2017.","""How Two Attacks Claimed 12 Lives in Mali – UN,"" Sahel Standard, November 8, 2017.","""5 killed in land mine blast, ambush on troops in Mali,"" Anadolu Agency (AA), November 7, 2017.",0,1,1,
201711060008,2017,11,6,,0,,Mali,Gao,Lelehoy,15.556435,0.494904,1.0,1,in the Ansongo district.,"11/06/2017: An explosive device detonated against a minibus near Lelehoy, Gao, Mali. At least four civilians were killed and four civilians were injured in the blast. Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the incident.",1,1,1,0,,0.0,1,0,Bombing/Explosion,,,Private Citizens & Property,Vehicles/Transportation,Not Applicable,Vehicle,Mali,,,,,,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,,0,-99.0,0.0,1.0,Unknown,,,,,,Explosives,Landmine,,,,,,,,4.0,0.0,0.0,4.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A bus was damaged in this attack.,0.0,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""At Least Four Dead In Mali As Bus Hits Mine,"" AFP (World Service), November 6, 2017.","""How Two Attacks Claimed 12 Lives in Mali – UN,"" Sahel Standard, November 8, 2017.","""5 killed in land mine blast, ambush on troops in Mali,"" Anadolu Agency (AA), November 7, 2017.",0,0,0,
201711060024,2017,11,6,,0,,Mali,Timbuktu,Soumpi,15.844058,-4.323134,1.0,0,in the Niafunke district.,"11/06/2017: An explosive device detonated targeting a military vehicle in Soumpi, Timbuktu, Mali. At least three soldiers were injured in the blast; additionally, three explosive devices were recovered at the scene. Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the incident.",1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Bombing/Explosion,,,Military,"Military Personnel (soldiers, troops, officers, forces)",Malian Armed Forces,Forces,Mali,,,,,,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,"The specific motive is unknown; however, sources noted that the targeted security convoy was tasked with providing security to Prime Minister Abdoulaye Idrissa Maiga, who was scheduled to visit the area on the day of the attack.",0,-99.0,0.0,1.0,E-mail,,,,,,Explosives,Landmine,,,,,,,Four landmines were used in the attack.,0.0,0.0,0.0,3.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""Al Qaeda Affiliate In Mali Claims String Of Attacks,"" AFP (World Service), November 8, 2017.","""At Least Seven Killed In Mali, PM Cancels Visit,"" AFP (World Service), November 6, 2017.","""Hosted Product: AQIM Newsletter 08 November 2017,"" Al Qa'ida in the Islamic Maghreb Newsletter, November 8, 2017.",0,0,0,
201711090025,2017,11,9,,0,,Burkina Faso,Sahel,Ariel,14.085984,-1.366325,2.0,0,in the Soum district.,"11/09/2017: Assailants opened fire on a military patrol in Ariel, Sahel, Burkina Faso. At least four assailants were killed and four people, including soldiers and assailants, were injured in the ensuing clash. No group claimed responsibility for the incident.",1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Armed Assault,,,Military,Military Unit/Patrol/Convoy,Burkina Faso Defense and Security Forces (SDF),Patrol,Burkina Faso,,,,,,,,,,,Unknown,,,,,,,0,-99.0,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,4.0,0.0,4.0,4.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,An unspecified number of vehicles were damaged in this attack.,0.0,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""4 Militants Killed In Ambush On Burkina Faso Patrol,"" AFP (World Service), November 9, 2017.","""Ten militiamen killed in Burkina skirmish,"" Agence Africaine de Presse, November 10, 2017.",,-9,-9,0,
201711110020,2017,11,11,,0,,Mali,Segou,Sanamandougou,13.838806,-5.931793,1.0,0,,"11/11/2017: Assailants attempted to abduct two Dutch potato cultivators in Sanamandougou, Segou, Mali. There were no reported casualties as security forces thwarted the kidnapping. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim extremists.",1,1,1,0,,0.0,0,0,Hostage Taking (Kidnapping),,,Private Citizens & Property,Laborer (General)/Occupation Identified,Unknown,Potato Cultivators,Netherlands,,,,,,,,,,,Muslim extremists,,,,,,"The specific motive is unknown; however, sources stated that the attack was an attempt to take the victims hostage to use as bargaining tools in the future.",0,8.0,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"""Malian Army Soldiers Foil Attempt To Kidnap Two Dutch Expatriates in Segou Region,"" Radio Nata, November 14, 2017.","""Report Decries Disturbing Security Situation in Malian Region of Segou,"" Radio Adaar, November 21, 2017.",,-9,-9,1,
201711110021,2017,11,13,"November 13, 2017",0,,Mali,Gao,Ansongo,15.596024,0.534721,1.0,1,10 kilometers to the south of Ansongo.,"11/13/2017: Assailants attacked a Malian Army checkpoint 10 kilometers to the south of Ansongo, Gao, Mali. At least one assailant was killed in the ensuing clash. No group claimed responsibility for the incident.",1,1,0,1,Insurgency/Guerilla Action,0.0,0,0,Armed Assault,,,Military,Military Checkpoint,Malian Army,Checkpoint,Mali,Military,"Military Personnel (soldiers, troops, officers, forces)",Operation Barkhane,Forces,France,,,,,,Unknown,,,,,,,0,-99.0,1.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"""Malian army repel overnight terror raid,"" Journal du Cameroun, November 14, 2017.","""Mali -- Program Summary: Gao Radio Nata in Songhai 0700 GMT 13 November 2017,"" Radio Nata, November 13, 2017.","""BBCM Terrorism Digest: 14-15 November 2017,"" BBC Monitoring, November 14, 2017.",-9,-9,1,
201711160018,2017,11,16,,1,,Mali,Segou,Niono,14.226116,-5.975327,1.0,0,,"11/16/2017: Assailants abducted Justice Soungalo Kone in Niono, Segou, Mali. Kone died in captivity on an unknown date. Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the incident.",1,1,1,0,,0.0,1,0,Hostage Taking (Kidnapping),,,Government (General),Judge/Attorney/Court,Government of Republic of Mali,Court Judge: Soungalo Kone,Mali,,,,,,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,"The specific motive is unknown; however, sources noted that Justice Soungalo Kone was previously threatened by the Macina Liberation Front (FLM) for allowing bribery to take place in Malian courts. Sources also posited that the assailants accused him of ""not rendering judgment in keeping with the Holy Quran.""",0,-99.0,0.0,1.0,Personal claim,,,,,,Firearms,Unknown Gun Type,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,1.0,0.0,,-99.0,,,0.0,,,,,,Hostage(s) killed (not during rescue attempt),0.0,,"""Judge Kidnapped As Legal Profession Targeted In Mali,"" AFP (World Service), November 17, 2017.","""Mali -- Program Summary: Gao Radio Nata in Songhai 0700 GMT 07 December 2017,"" Radio Nata, December 7, 2017.","""Article Says Presiding Judge in Malian Locality Kidnapped by Unidentified Armed Men,"" Maliactu, November 17, 2017.",0,0,0,
201711170010,2017,11,17,,0,,Burkina Faso,Sahel,Taouremba,14.09219,-1.227319,2.0,0,in the Soum district.,"11/17/2017: Assailants attacked Taouremba in Soum, Sahel, Burkina Faso. At least six people were killed in the incident. Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the attack.",1,1,1,0,,0.0,1,0,Armed Assault,Facility/Infrastructure Attack,,Private Citizens & Property,Village/City/Town/Suburb,Taouremba Town,Town,Burkina Faso,,,,,,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,,0,-99.0,0.0,1.0,Unknown,,,,,,Firearms,Unknown Gun Type,Incendiary,Arson/Fire,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A bar and other unspecified property were damaged in this attack.,0.0,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the most reliable estimates are reported here.","""Africa Command OSINT Daily 24 - 26 November 2017,"" Summary, November 24, 2017.","""Attacks in troubled Sahel leave at least six dead,"" Africatime.com, November 18, 2017.","""BBCM: Terrorism Digest: 17-18 November 2017,"" BBC Monitoring, November 18, 2017.",1,1,0,
201711170011,2017,11,17,,0,,Burkina Faso,Nord,Nongodoum,13.810257,-2.066745,2.0,0,in the Loroum district.,"11/17/2017: Assailants attacked a police patrol in Nongodoum, Loroum, Nord, Burkina Faso. There were no reported casualties in the incident. Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the attack.",1,1,1,0,,0.0,0,0,Unknown,,,Police,Police Patrol (including vehicles and convoys),National Police,Patrol,Burkina Faso,,,,,,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,,0,-99.0,0.0,1.0,Unknown,,,,,,Unknown,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"""Africa Command OSINT Daily 24 - 26 November 2017,"" Summary, November 24, 2017.",,,1,1,0,
201711180018,2017,11,18,,0,,Mali,Mopti,Dioungani,14.311518,-2.738576,1.0,0,,"11/18/2017: Assailants attacked Malian Armed Forces vehicles in Dioungani, Mopti, Mali. At least eight soldiers were killed, five other soldiers were injured, and two vehicles were set on fire in the incident. Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the attack.",1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Facility/Infrastructure Attack,,,Military,Military Transportation/Vehicle (excluding convoys),Malian Armed Forces,Vehicle,Mali,,,,,,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,,0,-99.0,0.0,1.0,Unknown,,,,,,Incendiary,Arson/Fire,Unknown,,,,,,,8.0,0.0,0.0,5.0,0.0,0.0,1,4.0,Unknown,-99.0,Two military vehicles were damaged in this attack.,0.0,,,,,,,,,,,,,,,,"""Africa Command OSINT Daily 24 - 26 November 2017,"" Summary, November 24, 2017.",,,0,0,0,
201711240019,2017,11,24,,0,,Mali,Menaka,Indelimane,15.869025,1.522241,1.0,0,in Menaka district.,"11/24/2017: Assailants attacked a joint United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) and Malian military operation to provide medical assistance to civilians in Indelimane, Menaka, Mali. At least seven people, including three peacekeepers, one Malian soldier and three assailants, were killed and 15 people were injured in the ensuing clash. The injured included peacekeepers, soldiers, and civilians. Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the attack.",1,1,1,0,,0.0,1,0,Unknown,,,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",MINUSMAUnited Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA),Peacekeepers,International,Military,"Military Personnel (soldiers, troops, officers, forces)",Malian Army,Forces,Mali,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Mali,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,,0,-99.0,0.0,1.0,Unknown,,,,,,Unknown,,,,,,,,,7.0,0.0,3.0,15.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""Mali: Four UN peacekeepers killed in separate attacks,"" BBC, November 25, 2017.","""CORRECTION,"" Deutsche Presse-Agentur, November 25, 2017.","""Four U.N. peacekeepers killed in two separate attacks in Mali,"" Reuters Africa, November 24, 2017.",0,1,1,
201711240020,2017,11,24,,0,,Mali,Mopti,Douentza,15.007049,-2.954305,1.0,0,,"11/24/2017: Assailants fired rockets at a United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) convoy in Douentza, Mopti, Mali. One peacekeeper was killed and three peacekeepers were injured in the attack. No group claimed responsibility for the incident.",1,1,1,0,,0.0,1,0,Bombing/Explosion,,,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA),Convoy,International,,,,,,,,,,,Unknown,,,,,,,0,-99.0,0.0,0.0,,,,,,,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Explosives,Unknown Explosive Type,,,,,Rocket launchers and other explosive devices were used in the attack.,1.0,0.0,0.0,3.0,0.0,0.0,1,4.0,Unknown,-99.0,Military vehicles were damaged in this attack.,0.0,,,,,,,,,,,,,,,,"""Mali: Four UN peacekeepers killed in separate attacks,"" BBC, November 25, 2017.","""Four U.N. peacekeepers killed in two separate attacks in Mali,"" Reuters Africa, November 24, 2017.","""Four UN peacekeepers, soldier killed in Mali attacks: UN,"" TheUgandaToday.com, November 25, 2017.",-9,-9,1,
